Airport Code,Airport Name,City Name,coordinates
1720,PVU,Provo,Provo,"40.233333, -111.716667"
1721,MQW,Telfair-Wheeler,Mc Rae,"17.366667, -88.766667"
1722,FIV,Five Finger,Five Finger Coast Guard Heliport,"57.27, -133.631389"
1723,ONL,Municipal,Oneill,"42.45, -98.65"
1724,PRW,Prentice,Prentice,"45.55, -90.283333"
1725,REO,State,Rome,"42.590556, -117.867222"
1726,UPP,Upolu Point,Upolu Point,"20.266666999999998, -155.85"
1727,RBK,French Valley,Rancho,"-14.333333, -66.5"
1728,KWK,Kwigillingok,Kwigillingok,"59.816667, -163.15"
1729,JRC,Municipal Heliport,Rochester,"49.916667, -0.966666999999999"
1730,KPV,Perryville SPB,Perryville,"55.9, -159.133333"
1731,ASH,Boire Field,"Nashua, NH","42.781667, -71.514722"
1732,DLH,Duluth International,Duluth,"46.833333, -92.183333"
1733,ZWW,Newport News Rail,Hampton,"52.166667, -2.016667"
1734,OLV,Olive Branch Arpt,Olive Branch,"34.966667, -89.833333"
1735,LWM,Lawrence,Lawrence,"42.716667, -71.116667"
1736,ONP,Newport,Newport,"44.583333, -124.05"
1737,PPA,Perry Lefors Field,Pampa,"35.533333, -100.95"
1738,RFK,Rollang Field,Anguilla,"32.966667, -90.833333"
1739,WBN,Cummings Park,Woburn,"42.466667, -71.15"
1740,MBS,MBS International,Saginaw,"43.532778, -83.079722"
1741,CLC,Metroport,Clearlake,"29.5575, -95.139167"
1742,RLD,Richland,Richland,"46.3, -119.3"
1743,AFF,USAF Academy Airstrip,Colorado Springs,"38.969722, -104.813056"
1744,LFK,Lufkin Angelina County,"Lufkin, TX","31.25, -94.752778"
1745,MIW,Municipal,Marshalltown,"42.116667, -92.916667"
1746,ILM,Wilmington International,Wilmington,"34.270556, -77.9025"
1747,BMI,Central Illinois Regional Airport at Bloomington-Normal,"Bloomington/Normal, IL","40.477222, -88.915833"
1748,AKO,Colorado Plains Regional Airport,"Akron, CO","40.175556, -103.221944"
1749,LNN,Lost Nation,Willoughby,"41.633333, -81.416667"
1750,NME,Nightmute,Nightmute,"60.483333, -164.0"
1751,FCT,Firing Center AAF,Yakima,"56.8, 41.266667"
1752,ALW,Walla Walla,Walla Walla,"46.1, -118.3"
1753,BOK,Brookings State,Brookings,"42.05, -124.283333"
1754,BNG,Banning,Banning,"33.933333, -116.866667"
1755,WBI,Broker Inn,Boulder,"-30.783333, 121.483333"
1756,DRA,Desert Rock,Mercury,"-29.133333, 29.733333000000002"
1757,KAL,Kaltag,Kaltag,"64.333333, -158.7"
1758,NTU,NAS,Oceana,"-41.933333, 145.35"
1759,IDA,Fanning Field,Idaho Falls,"43.516667, -112.066667"
1760,GYR,Litchfield,Goodyear,"33.433333, -112.35"
1761,JAE,Technology Park,Atlanta,"9.716667, -82.983333"
1762,SOW,Show Low,"Show Low, AZ","34.265556, -110.005556"
1763,KCN,SPB,Chernofski,"53.416667, -167.55"
1764,UST,St Augustine,St Augustine,"29.95, -81.333333"
1765,SCE,University Park,State College,"40.772222, -77.883333"
1766,FCA,Glacier Park International,"Kalispell, MT","48.316667, -114.266667"
1767,GNU,Goodnews Bay,Goodnews Bay,"59.116667, -161.516667"
1768,KLP,Kelp Bay,Kelp Bay,"57.558333, -134.866667"
1769,HPV,Princeville,Kauai Island,"22.2125, -159.446667"
1770,ROG,Rogers,Rogers,"36.333333, -94.116667"
1771,PWD,Sherwood,Plentywood,"48.766667, -104.55"
1772,PHX,Sky Harbor Intl,Phoenix,"33.433333, -112.033333"
1773,SYV,Sylvester,Sylvester,"31.516666999999998, -83.833333"
1774,MLD,Malad City,Malad City,"42.336111, -112.3"
1775,SYL,Roberts AAF,San Miguel,"80.0, -75.866667"
1776,BJJ,Wayne County,Wooster,"40.8, -81.933333"
1777,DUJ,Du Bois-Jefferson County,Du Bois,"41.178333, -78.898611"
1778,ANY,Anthony,Anthony,"37.15, -98.033333"
1779,ERO,Coast Guard,Eldred Rock,"61.0, 8.15"
1780,EGV,Eagle River,Eagle River,"45.933333, -89.266667"
1781,YUM,International,Yuma,"32.65, -114.6"
1782,MUU,Mount Union,Mount Union,"40.383333, -77.883333"
1783,GCY,Municipal,Greenville,"36.183333, -82.816667"
1784,JVL,Rock County,Janesville,"42.616667, -89.033333"
1785,TVL,South Lake Tahoe,South Lake Tahoe,"38.883333, -120.0"
1786,WWS,USAF Heliport,Wildwood,"53.616667, -1.25"
1787,NAX,Barbers Point,Barbers Point,"18.433333, -72.383333"
1788,RCK,Coffield,Rockdale,"30.65, -97.0"
1789,KOT,Kotlik,Kotlik,"63.033333, -163.533333"
1790,WWA,Wasilla,Wasilla,"61.583333, -149.433333"
1791,ESN,Easton,Easton,"38.808333, -76.075"
1792,GBR,Walter J. Koladza Airport,Great Barrington,"42.184167, -73.403333"
1793,HGR,Wash. County Regional,Hagerstown,"39.7, -77.716667"
1794,FSU,Fort Sumner,Fort Sumner,"34.466667, -104.25"
1795,DUC,Halliburton Field,Duncan,"34.466667, -97.966667"
1796,WTK,Noatak,Noatak,"67.583333, -163.0"
1797,PWR,Port Walter,Port Walter,"56.383333, -134.65"
1798,TMA,Henry Tift Myers,"Tifton, GA","31.428889, -83.488611"
1799,HKY,Hickory,Hickory,"35.733333, -81.383333"
1800,EWB,New Bedford,New Bedford,"41.683333, -70.966667"
1801,AHN,Athens,Athens,"33.95, -83.333333"
1802,FWL,Farewell,Farewell,"62.516667, -153.9"
1803,FCH,Fresno-Chandler,Fresno,"19.291389, -99.425833"
1804,OIL,Splane Memorial,"Oil City, PA","41.434444, -79.830833"
1805,GMT,Granite Mountain,Granite Mountain,"65.4, -161.283333"
1806,OLF,International,Wolf Point,"48.083333, -105.566667"
1807,SYB,Seal Bay,Seal Bay,"58.166667, -152.5"
1808,SMU,Sheep Mountain,Sheep Mountain,"61.8, -147.666667"
1809,FTY,Fulton County,Atlanta,"9.716667, -82.983333"
1810,BFL,Meadows Field,Bakersfield,"35.433611, -119.056667"
1811,HMN,Holloman AFB,Alamogordo,"37.633333, -6.433333"
1812,SHR,Sheridan,Sheridan,"44.766667, -106.966667"
1813,FCS,Butts AAF,Colorado Springs,"19.45, -71.7"
1814,CGS,College Park,College Park,"39.0, -76.916667"
1815,HII,Municipal,Lake Havasu City,"34.568333, -114.355278"
1816,SBN,South Bend Regional,South Bend,"41.7, -86.316667"
1817,KYL,Port Largo,Key Largo,"25.083333, -80.4"
1818,SQV,Sequim Valley Arpt,Sequim,"48.083333, -123.1"
1819,MVW,Skagit Regional,Mount Vernon,"48.416667, -122.333333"
1820,WMK,SPB,Meyers Chuck,"55.733333, -132.2"
1821,DNV,Vermilion County,"Danville, IL","40.199722, -87.595556"
1822,RVR,Green River,Green River,"38.966667, -110.25"
1823,BKW,Beckley,Beckley,"37.783333, -81.116667"
1824,HAF,Half Moon,Half Moon,"37.483333, -122.466667"
1825,LXV,Leadville,Leadville,"39.333333, -106.5"
1826,MYL,Mccall,Mccall,"45.883333, -116.1"
1827,GFB,Togiak Fish,Togiak Fish,"-0.333333, 122.0"
1828,JCC,China Basin Heliport,San Francisco,"-38.7, -60.016667"
1829,DKK,Dunkirk,Dunkirk,"42.483333, -79.333333"
1830,LKP,Lake Placid,Lake Placid,"44.264444, -73.961944"
1831,MOX,Municipal,Morris,"-16.166389, 38.721944"
1832,RND,Randolph AFB,San Antonio,"6.233333, -76.733333"
1833,WSN,South Naknek,South Naknek,"58.7, -157.0"
1834,CIV,Chomley,Chomley,"55.216667, -132.216667"
1835,SFF,Felts Field,Spokane,"47.666667, -117.325"
1836,CGZ,Municipal,Casa Grande,"32.883333, -111.75"
1837,CUB,Owens Field,Columbia,"-10.75, -67.866667"
1838,WFB,Waterfront SPB,Ketchikan,"55.366667, -131.65"
1839,MFD,Lahm Municipal,Mansfield,"40.816667, -82.516667"
1840,UGN,Memorial,Waukegan,"42.35, -87.833333"
1841,CAD,Cadillac,Cadillac,"44.275833, -85.422222"
1842,VEE,Venetie,Venetie,"67.016667, -146.416667"
1843,MOB,Mobile Regional Airport,"Alabama, AL","30.691111, -88.242778"
1844,CUS,Municipal,Columbus,"31.833333, -107.633333"
1845,TNP,Twentynine Palms,Twentynine Palms,"52.116667, 7.4"
1846,BTN,Bennettsville,Bennettsville,"34.616667, -79.683333"
1847,CFA,Coffee Point,Coffee Point,"58.230556, -157.5"
1848,PVW,Hale County,Plainview,"34.166667, -101.716667"
1849,CLE,Hopkins International,Cleveland,"41.416667, -81.85"
1850,NIN,Ninilchik,Ninilchik,"60.05, -151.666667"
1851,CHD,Williams Gateway Airport,Mesa,"33.307778, -111.655556"
1852,ERR,Errol,Errol,"44.7925, -71.164722"
1853,MCG,Mcgrath,Mcgrath,"62.966667, -155.633333"
1854,FSM,Regional,Fort Smith,"35.333333, -94.366667"
1855,SAN,San Diego International Airport,San Diego,"32.733333, -117.183333"
1856,TPO,Tanalian Point,Tanalian Point,"3.711944, -75.469444"
1857,CEF,Westover Metro Arpt,Springfield,"44.633333, -64.85"
1858,RDR,Grand Forks AFB,Red River,"58.4, -1.75"
1859,PRZ,Prineville,Prineville,"44.3, -120.85"
1860,BKT,Blackstone AAF,Blackstone,"37.083333, -77.95"
1861,FCY,Municipal,Forrest City,"34.95, -90.766667"
1862,WBW,Wilkes-Barre/Wyoming Valley,"Wilkes-Barre, PA","41.297222, -75.851111"
1863,AGO,Municipal,Magnolia,"33.233333, -93.216667"
1864,ENN,Municipal,Nenana,"64.55, -149.083333"
1865,HTS,Tri-State/Milton,Huntington,"38.35, -82.533333"
1866,CPM,Compton,"Compton, CA","33.89, -118.243611"
1867,SNA,John Wayne,"Santa Ana, CA","33.666667, -117.866667"
1868,VGT,North Air Terminal,Las Vegas,"36.216667, -115.2"
1869,SNY,Sidney,Sidney,"41.1, -102.983333"
1870,MVL,Morrisville-Stowe,Stowe,"44.583333, -72.625"
1871,IDG,Municipal,Ida Grove,"42.35, -95.466667"
1872,PRO,Municipal,Perry,"18.6, -74.05"
1873,GCN,National Park,Grand Canyon,"35.95, -112.15"
1874,SGH,Springfield,Springfield,"44.633333, -64.85"
1875,VCT,County-Foster,Victoria,"28.85, -96.916667"
1876,DCR,Decatur Hi-Way,Decatur,"40.833333, -84.933333"
1877,LPO,Municipal,Laporte,"41.6, -86.716667"
1878,FBR,Fort Bridger,Fort Bridger,"41.316667, -110.383333"
1879,KWT,Kwethluk,Kwethluk,"60.8, -161.45"
1880,EKI,Municipal,Elkhart,"41.716667, -85.983333"
1881,HTL,Roscommon County,Houghton,"52.333333, -1.716667"
1882,PBI,Palm Beach International,West Palm Beach,"26.683056, -80.095556"
1883,OTG,Worthington,Worthington,"43.65, -95.583333"
1884,GOK,Guthrie,Guthrie,"35.883333, -97.416667"
1885,HIB,Chisholm,Chisholm,"47.383333, -92.833333"
1886,MOU,Mountain Village,Mountain Village,"62.083333, -163.733333"
1887,ELZ,Municipal,Wellsville,"42.116667, -77.933333"
1888,INK,Wink,Wink,"31.783333, -103.2"
1889,LEW,Auburn,Lewiston,"44.05, -70.283333"
1890,MIE,Delaware County,Muncie,"40.233333, -85.4"
1891,LSB,Lordsburg,Lordsburg,"32.416667, -108.666667"
1892,MLL,Marshall,Marshall,"61.883333, -162.066667"
1893,RCP,Cinder River,Cinder River,"-4.733333, 12.65"
1894,JBT,City Landing,Bethel,"60.8, -161.766667"
1895,UGI,Uganik,Uganik,"57.883333, -153.5"
1896,BEC,Beech,Wichita,"37.686389, -97.221111"
1897,GLE,Municipal,Gainesville,"45.4, 2.9"
1898,ZRP,Pennsylvania Railroad Station,Newark,"40.733333, -74.166667"
1899,PTD,Port Alexander,Port Alexander,"56.25, -134.65"
1900,SBO,Salina,Salina,"39.029167, -111.8375"
1901,XSD,Test Range,Tonopah,"62.2, 34.283333"
1902,KBC,Birch Creek,Birch Creek,"66.266667, -145.8"
1903,CZT,Carrizo Springs,Carrizo Springs,"28.516666999999998, -99.866667"
1904,LIV,Livengood,"Livengood, AK","65.4725, -148.669167"
1905,WSB,SPB,Steamboat Bay,"55.55, -133.633333"
1906,HOU,William P Hobby,"Houston, TX","29.645556, -95.278889"
1907,FHU,Municipal,Sierra Vista,"31.588333, -110.344444"
1908,ONY,Olney,Olney,"33.366667, -98.75"
1909,KUK,Kasigluk,Kasigluk,"60.866667, -162.533333"
1910,KNT,Municipal,Kennett,"36.233333, -90.05"
1911,UCY,Everett-Stewart,Union City,"36.416667, -89.05"
1912,ELV,Elfin Cove SPB,Elfin Cove,"58.183333, -136.316667"
1913,SAC,Executive,Sacramento,"38.516667, -121.483333"
1914,WGO,Municipal,Winchester,"39.183333, -78.166667"
1915,PTK,Pontiac,Pontiac,"42.666667, -83.4"
1916,WDR,Winder,Winder,"33.983333, -83.666667"
1917,KPD,King Of Prussia,King Of Prussia,"40.083333, -75.383333"
1918,JMH,Marriott Heliport,Schaumburg,"42.033333, -88.083333"
1919,STC,Municipal,Saint Cloud,"45.583333, -94.183333"
1920,PSF,Pittsfield,Pittsfield,"42.433333, -73.3"
1921,DMO,Sedalia,Sedalia,"38.833333, -93.416667"
1922,RBH,Brooks Lodge,Brooks Lodge,"58.55, -155.8"
1923,APT,Marion County,Jasper,"35.066667, -85.633333"
1924,MCN,Lewis B Wilson,Macon,"32.683333, -83.65"
1925,RBW,Municipal,Walterboro,"32.9, -80.666667"
1926,BSI,Blairsville,Blairsville,"40.433333, -79.266667"
1927,KTS,Brevig Mission,Teller Mission,"65.333333, -166.483333"
1928,CDL,Candle,Candle,"65.9, -161.916667"
1929,IAH,George Bush Intercontinental,Houston,"29.984444, -95.341389"
1930,AZO,Kalamazoo/Battle Creek Intl,Kalamazoo,"42.235, -85.551944"
1931,RSL,Russell,Russell,"38.883333, -98.85"
1932,HPN,Westchester County Apt,White Plains,"41.066667, -73.7"
1933,EGI,Duke Field,Valparaiso,"45.660833, 18.418611"
1934,DNS,Municipal,Denison,"41.983333, -95.383333"
1935,FSK,Municipal,Fort Scott,"37.8, -94.766667"
1936,RUI,Municipal,Ruidoso,"33.416667, -105.583333"
1937,SLN,Salina,Salina,"38.816667, -97.566667"
1938,BNF,Warm Spring Bay SPB,Baranof,"57.083333, -134.816667"
1939,LOU,Bowman Field Airport,Louisville,"38.227778, -85.663611"
1940,CDH,Harrell Fld,Camden,"33.616667, -92.766667"
1941,MHM,Intermediate,Minchumina,"55.583333, -3.016667"
1942,BTT,Bettles,Bettles,"66.916667, -151.516667"
1943,MER,Castle AFB,"Atwater, CA","37.380556, -120.568056"
1944,GAB,Gabbs,Gabbs,"38.866667, -117.916667"
1945,HAY,Haycock,Haycock,"65.2, -161.15"
1946,FAK,False Island,False Island,"57.530556, -135.216667"
1947,AKN,King Salmon,King Salmon,"58.516667, -156.633333"
1948,EWR,Newark Liberty International,Newark,"40.6925, -74.168611"
1949,SAD,Safford,Safford,"32.85, -109.633333"
1950,SEA,Seattle-Tacoma International,"Seattle, WA","47.448889, -122.309444"
1951,ROC,Greater Rochester International,"Rochester, NY","43.118889, -77.6725"
1952,MDW,Midway,Chicago,"41.783333, -87.75"
1953,RSJ,Rosario SPB,Rosario,"48.633333, -122.85"
1954,WMC,Winnemucca,Winnemucca,"40.966667, -117.733333"
1955,LWC,Lawrence,Lawrence,"38.95, -95.283333"
1956,MKL,Mc Kellar-Sipes Regional,Jackson,"35.6, -88.915556"
1957,WBU,Municipal,Boulder,"40.033333, -105.233333"
1958,PPM,Pompano Beach,Pompano Beach,"26.233333, -80.127778"
1959,ATK,Atqasuk,Atqasuk,"70.466667, -157.333333"
1960,RKW,Municipal,Rockwood,"35.916667, -84.683333"
1961,TYZ,Taylor,Taylor,"56.15, -1.666667"
1962,HRO,Boone County,Harrison,"36.228333, -93.109722"
1963,DLN,Dillon,Dillon,"45.216667, -112.633333"
1964,PLB,Clinton County,Plattsburgh,"44.683333, -73.516667"
1965,CVR,Hughes,Culver City,"34.016667, -118.4"
1966,KUY,Kamusi Airport,Kamusi,"57.634444, -153.998333"
1967,MSY,Louis Armstrong New Orléans International Airport,New Orleans,"29.993333, -90.258056"
1968,SLE,Mcnary Field,Salem,"44.916667, -123.0"
1969,UCA,Oneida County,Utica,"43.15, -75.383333"
1970,GAL,Galena,Galena,"64.716667, -156.933333"
1971,GOF,Goodfellow AFB,San Angelo,"43.816667, 12.8"
1972,FLG,Pulliam Field,Grand Canyon,"35.133333, -111.683333"
1973,LMT,Kingsley Field,Klamath Falls,"42.166667, -121.733333"
1974,MCL,Mt Mckinley,Mt Mckinley,"63.733333, -148.9"
1975,BBB,Municipal,Benson,"45.316667, -95.6"
1976,JSG,San Rafael H/P,San Rafael,"8.45, -73.916667"
1977,PGC,Grant County,Petersburg,"39.0, -79.116667"
1978,LBF,Lee Bird Field,North Platte,"41.133333, -100.7"
1979,NQA,Millington Regional Jetport,"Millington, TN","35.356667, -89.870278"
1980,LSV,Nellis AFB,"Las Vegas, NV","36.236111, -115.034167"
1981,DAY,James Cox Dayton Intl,"Dayton, Oh","39.75, -84.183333"
1982,TRL,Terrell Field,Terrell,"-21.8, 121.033333"
1983,MGI,Aransas National Wildlife Refuge,"Matagorda Island, TX","11.116944, 124.466944"
1984,BKF,Lake Brooks SPB,Katmai National Park,"58.554722, -155.7775"
1985,RMP,Rampart,Rampart,"65.5, -150.15"
1986,ANP,Lee,Annapolis,"38.983333, -76.5"
1987,CKN,Municipal,Crookston,"47.85, -96.616667"
1988,CEM,Central,Central,"65.566667, -144.783333"
1989,FEW,Warren AFB,Cheyenne,"32.9875, 65.124167"
1990,POF,Earl Fields Memorial,Poplar Bluff,"36.75, -90.5"
1991,PQI,Municipal,Presque Isle,"46.683333, -68.05"
1992,TTD,Troutdale,Troutdale,"54.083333, -1.166667"
1993,RWF,Redwood Falls Muni,Redwood Falls,"44.533333, -95.116667"
1994,JUP,Cable Heliport,Upland,"-32.266667, 27.183333"
1995,LFN,Franklin,Louisburg,"36.1, -78.3"
1996,SGU,Municipal,Saint George,"37.083333, -113.6"
1997,RSW,Southwest Florida Reg,Fort Myers,"26.542222, -81.755278"
1998,STG,St George Island,St George Island,"56.6, -169.533333"
1999,BKX,Brookings,Brookings,"44.3, -96.816667"
2000,FSD,Joe Foss Field Airport,Sioux Falls,"43.581944, -96.741944"
2001,WRI,Mc Guire Afb,"Wrightstown, New Jersey","40.015556, -74.593611"
2002,ICL,Municipal,Clarinda,"40.733333, -95.033333"
2003,SQI,Whiteside County,Sterling Rockfalls,"41.733333, -89.683333"
2004,CMI,University Of Illinois Willard,Champaign,"40.033333, -88.283333"
2005,EBS,Municipal,Webster City,"42.466667, -93.8"
2006,BTY,Beatty,Beatty,"52.9, -1.783332999999999"
2007,MTJ,Montrose Regional Airport,Montrose,"38.509722, -107.894167"
2008,CXF,Coldfoot,Coldfoot,"67.266667, -150.166667"
2009,JCE,Convention Center H/P,Oakland,"-17.916667, 142.05"
2010,JOR,The City Heliport,Orange,"33.791667, -117.875"
2011,DOF,Dora Bay,Dora Bay,"55.2125, -132.266667"
2012,XES,Municipal,Lake Geneva,"42.566667, -88.416667"
2013,AXN,Alexandria,Alexandria,"45.783333, -95.266667"
2014,BFD,Bradford,Bradford,"41.8, -78.633333"
2015,WWD,Cape May County,Wildwood,"39.0, -74.916667"
2016,HAR,Capital City,Harrisburg,"40.215833, -76.851944"
2017,ISW,Alexander Field,Wisconsin Rapids,"44.766667, -89.677778"
2018,ROW,Industrial,Roswell,"33.416667, -104.55"
2019,OLS,International,Nogales,"31.333333, -110.933333"
2020,JDN,Jordan,Jordan,"47.316667, -106.916667"
2021,ORT,Northway,Northway,"62.95, -141.95"
2022,CDN,Woodward Fld,Camden,"34.266667, -80.6"
2023,NLE,Jerry Tyler Memorial,Niles,"41.85, -86.216667"
2024,TAD,Las Animas,Trinidad,"5.416667, -71.666667"
2025,SSU,Greenbrier,White Sulphur Springs,"61.833333, -1.833333"
2026,ANB,Anniston Metropolitan,Anniston,"33.588056, -85.858056"
2027,BBW,Broken Bow,Broken Bow,"41.4, -99.633333"
2028,LMA,Lake Minchumina,Lake Minchumina,"63.883333, -152.316667"
2029,GRM,Devils Track,Grand Marais,"47.75, -91.333333"
2030,NDP,Ellyson NAS,"Pensacola, FL","30.526944, -87.198056"
2031,MSO,Missoula International,Missoula,"46.916667, -114.083333"
2032,MVN,Mt Vernon-Outland,Mt Vernon,"38.316667, -88.866667"
2033,ATS,Artesia,Artesia,"32.85, -104.466667"
2034,MFR,Rogue Valley International - Medford Airport,Medford,"42.366667, -122.866667"
2035,SRC,Searcy,Searcy,"35.25, -91.733333"
2036,AGS,Bush Field,Augusta,"33.366667, -81.966667"
2037,OZR,Cairns AAF,Ozark,"53.116667, 22.45"
2038,GIF,Gilbert Field,Winter Haven,"28.066667, -81.75"
2039,CKK,Cherokee,Cherokee,"36.283333, -91.5"
2040,KVL,Kivalina,Kivalina,"67.733333, -164.666667"
2041,WLN,Little Naukati,Little Naukati,"55.866667, -133.216667"
2042,BGT,Bagdad,"Bagdad, AZ","34.593056, -113.170278"
2043,HLN,Helena,Helena,"46.6, -111.983333"
2044,IDP,Independence,Independence,"16.533333, -88.416667"
2045,HWO,North Perry,Hollywood,"26.001389, -80.240556"
2046,JPN,Pentagon Army,Washington,"49.0, -72.5"
2047,RBD,Redbird,Dallas,"7.716667, 40.916667"
2048,BLH,Blythe,Blythe,"33.616667, -114.716667"
2049,KLS,Longview,Kelso,"46.15, -122.9"
2050,ODW,Oak Harbor,Oak Harbor,"48.283333, -122.616667"
2051,VIH,Rolla National,Vichy,"38.316667, -90.833333"
2052,KWF,Waterfall SPB,Waterfall,"55.3, -133.25"
2053,DUG,Bisbee-Douglas Intl,Douglas,"31.466667, -109.6"
2054,PVZ,Casement,Painesville,"41.733333, -81.216667"
2055,PBK,Pack Creek,Pack Creek,"-34.2, 150.616667"
2056,INW,Winslow-Lindbergh,"Winslow, AZ","35.021944, -110.7225"
2057,MDO,Intermediate,Middleton Island,"59.45, -146.316667"
2058,JAN,Jackson-evers,Jackson,"32.311111, -90.075833"
2059,AMW,Ames,Ames,"42.0, -93.616667"
2060,ELN,Bowers Field,Ellensburg,"47.033333, -120.533333"
2061,CVG,Cincinnati/northern Kentucky,"Covington, KY","39.048889, -84.667778"
2062,LGB,Long Beach Municipal,Long Beach,"33.816667, -118.15"
2063,LWT,Municipal,Lewistown,"47.05, -109.466667"
2064,MQB,Municipal,Macomb,"40.45, -90.616667"
2065,JOC,Centerport Heliport,Santa Ana,"1.083333, -77.55"
2066,GYY,Gary/Chicago International,"Gary, IN","41.616389, -87.412778"
2067,PYL,Perry SPB,Perry Island,"60.683333, -147.916667"
2068,HCR,Holy Cross,Holy Cross,"62.15, -159.783333"
2069,WYS,Yellowstone,West Yellowstone,"44.683333, -111.116667"
2070,END,Vance Afb,Enid,"36.339167, -97.916389"
2071,WST,Westerly State,Westerly,"41.333333, -71.766667"
2072,JKV,Cherokee County,"Jacksonville, TX","31.869444, -95.2175"
2073,PNE,North Philadelphia,Philadelphia,"40.083333, -75.016667"
2074,GSO,Piedmont Triad Intl,"Greensboro, NC","36.097778, -79.937222"
2075,WKK,Aleknagik,Aleknagik,"59.266667, -158.633333"
2076,GPZ,Grand Rapids,Grand Rapids,"47.216667, -93.516667"
2077,CUW,Cube Cove,Cube Cove,"58.35, -133.766667"
2078,HNB,Municipal,Huntingburg,"38.3, -86.95"
2079,OPF,Opa Locka,Miami,"25.906944, -80.278333"
2080,JDA,John Day,John Day,"44.416667, -118.95"
2081,DFI,Memorial,Defiance,"41.283333, -84.366667"
2082,SMN,Salmon,Salmon,"45.183333, -113.916667"
2083,SAS,Salton City,Salton City,"33.316667, -115.983333"
2084,HQM,Bowerman,Hoquiam,"46.966667, -123.933333"
2085,LUR,Cape Lisburne,Cape Lisburne,"68.866667, -166.1"
2086,CEY,Calloway County,Murray,"36.666667, -88.366667"
2087,DEO,Hyatt Regency H/P,Dearborn,"42.312778, -83.218889"
2088,EAA,Eagle,Eagle,"64.766667, -141.15"
2089,MTN,Glenn L Martin,Baltimore,"39.183333, -76.683333"
2090,RZH,Quartz Hill,Lancaster,"34.666667, -118.0"
2091,RIC,Richmond International Airport,"Richmond, VA","37.5, -77.316667"
2092,BYI,Rupert,Rupert,"42.533333, -113.766667"
2093,BHM,Birmingham,Birmingham,"33.566667, -86.75"
2094,GTR,Golden Triangle Reg.,Columbus,"33.466667, -88.383333"
2095,PTR,Pleasant Harbour,Pleasant Harbour,"57.833333, -153.25"
2096,RIE,Rice Lake,Rice Lake,"45.5, -91.733333"
2097,CMX,Houghton County,Hancock,"47.123611, -88.573333"
2098,BAM,Lander County,Battle Mountain,"40.633333, -116.933333"
2099,TIK,Tinker AFB,Oklahoma City,"35.414722, -97.386667"
2100,JAO,Beaver Ruin,Atlanta,"9.716667, -82.983333"
2101,BPA,Grumman,Bethpage,"40.75, -73.483333"
2102,NNL,Nondalton,Nondalton,"60.0, -154.816667"
2103,UDD,Bermuda Dunes,Palm Springs,"33.733333, -116.266667"
2104,ZRZ,New Carrolton RR,Washington,"49.0, -72.5"
2105,SXC,Avalo Vor/WP,Catalina Island,"-21.583333, -67.583333"
2106,RSX,Rouses Point,Rouses Point,"44.984722, -73.352222"
2107,HTH,Hawthorne,Hawthorne,"38.535278, -118.633611"
2108,LFI,Langley AFB,Hampton,"52.166667, -2.016667"
2109,NUI,Nuiqsut,Nuiqsut,"70.216667, -150.916667"
2110,KLL,Levelock,Levelock,"59.116667, -156.883333"
2111,MFE,Mc Allen Miller International,"Mc Allen, TX","26.175833, -98.238611"
2112,SBY,Wicomico Regional,Salisbury-Ocean City,"38.333333, -75.516667"
2113,GHM,Municipal,Centerville,"35.783333, -87.466667"
2114,GAK,Gakona,Gakona,"62.3, -145.3"
2115,LNR,Tri County,Lone Rock,"43.183333, -90.2"
2116,HKB,Healy Lake,Healy Lake,"63.866667, -148.966667"
2117,PTS,Municipal,Pittsburg,"37.45, -94.733333"
2118,OLD,Old Town,Old Town,"44.95, -68.666667"
2119,PBG,Plattsburgh International,Plattsburgh,"44.650833, 73.468056"
2120,CTB,Cut Bank,Cut Bank,"48.633333, -112.333333"
2121,CGA,Craig SPB,Craig,"55.483333, -133.15"
2122,MIV,Millville,Millville,"39.366667, -75.083333"
2123,SGY,Municipal,Skagway,"59.483333, -135.3"
2124,AUW,Municipal,Wausau,"44.766667, -89.680556"
2125,XNA,Northwest Arkansas Regional,"Fayetteville, AR","36.281667, -94.306667"
2126,HVR,City County,Havre,"48.55, -109.766667"
2127,DJN,Delta Junction,Delta Junction,"64.033333, -145.683333"
2128,HHR,Hawthorne,Hawthorne,"33.916667, -118.35"
2129,LSN,Los Banos,Los Banos,"37.066667, -120.85"
2130,JGC,Heliport,Grand Canyon,"35.975, -112.140278"
2131,SBM,Memorial,Sheboygan,"43.762222, -87.850833"
2132,VIK,Airstrip,Kavik,"39.733333, 36.4"
2133,NOH,Chicago NAS,Chicago,"17.8, -88.3"
2134,OUN,Max Westheimer,Norman,"35.158333, -97.466667"
2135,CSQ,Municipal,Creston,"41.066667, -94.366667"
2136,NHZ,NAS,Brunswick,"50.933333, 5.95"
2137,PCA,Portage Creek,Portage Creek,"60.833333, -150.0"
2138,MUE,Kamuela,Kamuela,"20.0, -155.683333"
2139,OAR,Marina Municipal,"Marina, CA","36.681944, -121.762222"
2140,LLY,Burlington County,Mount Holly,"39.983333, -74.783333"
2141,MXA,Municipal,Manila,"4.766667, -74.433333"
2142,OLE,Municipal,Olean,"42.233333, -78.366667"
2143,LVD,Lime Village,Lime Village,"61.35, -155.466667"
2144,MTP,Montauk Airport,Montauk,"41.083333, -71.916667"
2145,GLR,Otsego County,Gaylord,"45.016667, -84.7"
2146,OGA,Searle Field,Ogallala,"41.133333, -101.716667"
